sim,step,x,y,hour,sl,angle,bearing,hab_p,t
2,5,8294.01321141282,5639.179362101106,5,275.90950729487906,2.876921479578745,1.3900700195730695,2.409173548221588,2019-01-01T05:00:00Z
2,6,8290.018762584657,5600.128596189767,6,39.254527633165345,-3.0628004388234977,-1.6727304192504113,2.3317723721265793,2019-01-01T06:00:00Z
2,7,8269.079765548184,5720.5711910317805,7,122.249172795446,-2.867528521467194,1.7429263664619772,2.303984761238098,2019-01-01T07:00:00Z
2,8,8294.454080774944,5660.484093233108,8,65.22511169092951,-2.9141477751633786,-1.1712214087014057,2.372001285354296,2019-01-01T08:00:00Z
2,9,8199.841033461169,5602.390445201158,9,111.02477499935983,-1.4197116803243601,-2.5909330890257705,2.2735184679428735,2019-01-01T09:00:00Z
2,10,8391.781830128866,5886.902098109455,10,343.2027827189657,-2.7149530195708307,0.9772991985829875,2.2468056281407676,2019-01-01T10:00:00Z
2,11,8158.662641046279,6021.776172073759,11,269.3242880734143,1.6397858127810476,2.6170850113640354,2.421174223224322,2019-01-01T11:00:00Z
2,12,8066.491995586367,5983.468160352292,12,99.81448615581213,0.9184070408939382,-2.7476932549216144,2.1608840425809226,2019-01-01T12:00:00Z
2,13,8275.772324455475,5880.980473617421,13,233.02785666916984,2.2923075615253294,-0.4553856933962867,1.8701424449682236,2019-01-01T13:00:00Z
2,14,8139.089999636005,5990.329203475829,14,175.04057426694547,2.9222246014698996,2.4668389080736097,2.1729446947574615,2019-01-01T14:00:00Z
2,15,8000.892530253656,5865.465475098856,15,186.25115089009145,1.4095084089628669,-2.4068379901431074,2.3595201720794043,2019-01-01T15:00:00Z
2,16,8144.251273851356,6019.720451965657,16,210.58567675435208,-3.0543535000945945,0.8219938169418863,2.416984016696612,2019-01-01T16:00:00Z
2,17,8155.975231188384,6075.235326513162,17,56.739337955828496,0.5406748004985156,1.3626686174404086,2.7037354062000913,2019-01-01T17:00:00Z
2,18,8676.763314911255,5646.160579790023,18,674.7780126999305,-2.051810867392688,-0.6891422499522805,2.242162898182869,2019-01-01T18:00:00Z
2,19,8899.003996463574,5829.509827989353,19,288.11085948311455,1.3789441311294421,0.6898018811771617,1.8862629433472953,2019-01-01T19:00:00Z
2,20,8877.200798790125,5904.6257584552195,20,78.21625431162288,1.163492266820204,1.85329414799737,2.2857799132665,2019-01-01T20:00:00Z
2,21,8927.328047467952,5853.199815510458,21,71.81482206178995,-2.651479929947587,-0.7981857819502243,2.498477945725123,2019-01-01T21:00:00Z
2,22,8750.245988320732,6072.008455315846,22,281.48761344915914,3.049368739865037,2.2511829579148137,2.49730683863163,2019-01-01T22:00:00Z
2,23,8844.906829410005,6153.625672530388,23,124.98817936738806,-1.539644788293993,0.7115381696208204,2.191074639558792,2019-01-01T23:00:00Z
2,24,8786.024801583497,5969.817127626941,24,193.00951888568682,-2.592349768653312,-1.8808115990324878,2.194794019063314,2019-01-02T00:00:00Z
2,25,8761.520668058825,6069.472904155138,1,102.62419965696618,-2.590472811110496,1.8119008970366082,2.49730683863163,2019-01-02T01:00:00Z
2,26,8696.294936223409,6290.752262723229,2,230.69232891834847,0.04554391674408409,1.8574448137806903,2.26223054031531,2019-01-02T02:00:00Z
2,27,8583.448959154057,6571.997695507853,3,303.0399445666317,0.09492351837984048,1.9523683321605299,1.7369507004817328,2019-01-02T03:00:00Z
2,28,8752.038571539528,6822.262670761887,4,301.75323567972924,-0.9743898392707719,0.9779784928897594,1.811728278795878,2019-01-02T04:00:00Z
2,29,8577.608725007636,7038.663679741017,5,277.9481391344883,1.2712364057217789,2.2492148986115366,1.8762327482302985,2019-01-02T05:00:00Z
2,30,8581.478276811311,6902.598652470077,6,136.1200392205467,2.4916054074920053,-1.5423650010760457,2.199338103334109,2019-01-02T06:00:00Z
2,31,8633.219805158435,6888.085651022289,7,53.73837517751775,1.2689016177256294,-0.2734633833504085,2.150712857643763,2019-01-02T07:00:00Z
2,32,8573.985748596006,6766.366303889888,8,135.36717816065743,-1.75023921891162,-2.0237026022620275,2.410781681537628,2019-01-02T08:00:00Z
2,33,8549.539938832693,6798.335741545195,9,40.2447830032741,-2.0358675238827217,2.2236151810348384,2.34389195839564,2019-01-02T09:00:00Z
2,34,8443.861664917482,6627.776907114668,10,200.64449551382765,1.9340669724411361,-2.1255031537036118,2.420352573196093,2019-01-02T10:00:00Z
2,35,8615.392156210286,6406.216504633981,11,280.1994314600849,1.2135124598020184,-0.9119906939015916,2.109188437461853,2019-01-02T11:00:00Z
2,36,8338.173879421567,6273.918664038337,12,307.16883242278516,-1.784332889015543,-2.6963235829171333,1.723035698135694,2019-01-02T12:00:00Z
2,37,8172.067052002206,6165.872577947713,13,198.15507774172215,0.131430467886537,-2.5648931150305962,2.37140029668808,2019-01-02T13:00:00Z
2,38,8199.23280034919,6108.233256089201,14,63.72024252590985,1.4345266999893953,-1.130366415041194,2.7784109363953275,2019-01-02T14:00:00Z
2,39,7813.429844870718,6222.653685963584,15,402.41266782814193,-2.2995400646624016,2.8532788274759913,2.5774792333443957,2019-01-02T15:00:00Z
2,40,7850.0477133283575,6233.748624137417,16,38.26180789589272,-2.559078919748909,0.2941999077270875,2.374467526872953,2019-01-02T16:00:00Z
2,41,7895.852326703381,6237.420683302382,17,45.951568253394505,-0.21420310280759436,0.07999680491948484,2.185493757327398,2019-01-02T17:00:00Z
2,42,7840.901420976146,6292.621790972242,18,77.88943656377852,2.2739262650362644,2.3539230699557456,2.4678336332241693,2019-01-02T18:00:00Z
2,43,7819.893613080561,6275.619584561975,19,27.025969277624807,1.4680724853288618,-2.461189751894964,2.4679324527581534,2019-01-02T19:00:00Z
2,44,7780.01004299406,6258.249381013151,20,43.50199000244056,-0.2696532278421593,-2.7308429797371137,2.6814849426349,2019-01-02T20:00:00Z
2,45,7737.788609506259,6101.416329106347,21,162.41691911918232,0.8970688636617785,-1.833774116075334,2.2683659940958023,2019-01-02T21:00:00Z
2,46,7521.470730539755,6305.989389488558,22,297.7306866863252,-2.0653192803123077,2.384091910791943,2.5928663710753126,2019-01-02T22:00:00Z
2,47,7366.105118220838,6261.165971776001,23,161.70223333852314,1.0383765799124989,-2.8607168164751426,1.4853819211324057,2019-01-02T23:00:00Z
2,48,7487.1169682879745,6245.3632466922345,24,122.0393132426767,2.730863387444373,-0.12985342903076827,2.336526488264402,2019-01-03T00:00:00Z
2,49,7539.573826095098,6301.239557323379,1,76.64126839206789,0.9468053441629722,0.8169519151321992,2.5960082560777664,2019-01-03T01:00:00Z
2,50,7479.821900539465,6383.201930086157,2,101.43038576536361,1.3837803013067704,2.2007322164389675,2.1339160203933716,2019-01-03T02:00:00Z
2,51,7322.208326792458,6404.992065618493,3,159.11269162395817,0.803480898787388,3.004213115226354,1.4113335932294526,2019-01-03T03:00:00Z
2,52,7530.199587344987,5524.074524333391,4,905.1387070554545,1.9400371294192809,-1.338935062533952,2.0737357437610626,2019-01-03T04:00:00Z
2,53,7199.193292111363,5632.444269379683,5,348.2946584799816,-2.1190539919958784,2.825196252649757,1.5856160720189414,2019-01-03T05:00:00Z
2,54,7219.563026031342,5726.192721603296,6,95.93590753359238,-1.4683550406412815,1.356841212008474,1.9332691778739295,2019-01-03T06:00:00Z
2,55,7358.646665168366,5794.009986754454,7,154.736679970136,-0.9031622407668216,0.4536789712416539,2.054054861267408,2019-01-03T07:00:00Z
2,56,7269.985558099405,5836.394296484547,8,98.27116371545718,2.241980979369748,2.6956599506113963,2.085954720775286,2019-01-03T08:00:00Z
2,57,7293.203822456227,5969.971317950358,9,135.57989697377982,-1.2969634454476777,1.3986965051637215,1.8444310625394187,2019-01-03T09:00:00Z
2,58,7339.568548164432,5897.256355575644,10,86.23893287345969,-2.401867821058475,-1.0031713158947537,1.8568199376265206,2019-01-03T10:00:00Z
2,59,7457.818289882917,5850.650726450074,11,127.10265962079075,0.6277365400665689,-0.37543477582818396,2.111652766664823,2019-01-03T11:00:00Z
2,60,7546.24244036629,5995.20919534343,12,169.45790426385372,1.3972644502671274,1.0218296744389412,1.7097060134013495,2019-01-03T12:00:00Z
2,61,7372.109639186363,5937.2533520154875,13,183.52414615690532,2.4410564486221125,-2.8202991841185336,1.8840293089548745,2019-01-03T13:00:00Z
2,62,7390.909587937187,6362.764287064582,14,425.9260427813593,-1.9362431391557862,1.526642983905267,1.5735707432031631,2019-01-03T14:00:00Z
2,63,7518.271941200632,6443.649716745549,15,150.8761802388868,-0.960827125757886,0.565815858147378,1.9553744047880173,2019-01-03T15:00:00Z
2,64,7619.919301726139,6551.655792004419,16,148.31553591794398,0.2499026575859169,0.8157185157332948,1.8810339768727622,2019-01-03T16:00:00Z
2,65,7609.1358520521235,6615.25976572026,17,64.51161336780709,0.9230213434524472,1.7387398591857464,2.00214554866155,2019-01-03T17:00:00Z
2,66,7725.699351789058,6759.743774921267,18,185.6412626161521,-0.8467910961566658,0.8919487630290797,1.9150955229997635,2019-01-03T18:00:00Z
2,67,7743.549958696223,6832.929916622155,19,75.3316368069666,0.43961172800446,1.3315604910335415,2.1057412773370743,2019-01-03T19:00:00Z
2,68,7476.966947418745,6796.088885918466,20,269.1166353926833,1.947359542038586,-3.0042652741074596,1.8362222611904144,2019-01-03T20:00:00Z
2,69,7324.801668666994,6567.919511310624,21,274.2545087442168,0.8453074836382495,-2.1589577904692097,2.0809155950943627,2019-01-03T21:00:00Z
2,70,7766.594400075191,6685.4506715864745,22,457.1590436171004,2.4189678880420464,0.2600100975728374,2.154157062371572,2019-01-03T22:00:00Z
2,71,7703.04401500715,6516.856878297278,23,180.17357902294293,-2.191280157899883,-1.9312700603270474,2.1292782574892044,2019-01-03T23:00:00Z
2,72,7601.491745817869,6629.783901310631,24,151.87289390852675,-2.0487053936715283,2.3032098531810097,2.11442768573761,2019-01-04T00:00:00Z
2,73,7466.535943167061,7010.491099116937,1,403.91959488325557,-0.3917468683209293,1.9114629848600804,2.3366744071245193,2019-01-04T01:00:00Z
2,74,7515.521925430772,7157.878990048658,2,155.31521770786466,-0.6615418295182804,1.2499211553418001,2.0144793142875037,2019-01-04T02:00:00Z
2,75,7507.413253198487,7138.2484354424005,3,21.2393323699187,3.070750493038024,-1.9625136587997754,2.058760796984037,2019-01-04T03:00:00Z
2,76,7764.689932483946,7219.667385530942,4,269.85243215074644,2.269006276967584,0.3064926181678091,2.7923034628232317,2019-01-04T04:00:00Z
2,77,7919.790134854878,7155.959724692667,5,167.67450260844294,-0.69623314261929,-0.38974052445148166,2.0650282005469003,2019-01-04T05:00:00Z
2,78,7866.198413031478,6992.428171715613,6,172.0890509796708,-1.4977412466375717,-1.8874817710890546,1.9164542108774185,2019-01-04T06:00:00Z
2,79,7801.215877919602,7013.061799590276,7,68.17973649726386,-1.5615677918979471,2.83413574419259,1.9681261231501899,2019-01-04T07:00:00Z
2,80,7481.030188650755,6805.274621550276,8,381.6993410662285,0.8830995174395797,-2.5659500455474182,1.941402480006218,2019-01-04T08:00:00Z
2,81,7310.817612464615,6805.461679460413,9,170.2126789712926,-0.5767415740472597,3.140493687584911,2.0187993347644806,2019-01-04T09:00:00Z
2,82,7310.00994120043,6786.553051530614,10,18.925869677733953,1.5292068122075344,-1.6134848073871584,1.9705059379339218,2019-01-04T10:00:00Z
2,83,7519.354062951472,6937.008739602166,11,257.8020081085467,2.2366513815534637,0.6231665741663056,2.314390540122986,2019-01-04T11:00:00Z
2,84,7498.869448090776,6822.062618868376,12,116.75714161342803,-2.370322037838554,-1.7471554636722495,1.941402480006218,2019-01-04T12:00:00Z
2,85,7383.24227854601,6965.525102285234,13,184.25831456155842,-2.2868599091458846,2.2491699343614506,2.081244836250941,2019-01-04T13:00:00Z
2,86,7173.1640212055845,7013.408566558633,14,215.46623948547494,0.6683197367138924,2.917489671075342,2.081908111770948,2019-01-04T14:00:00Z
2,87,7403.044458534106,6966.295385808739,15,234.65861856476536,-3.1196368820837814,-0.2021472110084384,2.35355406999588,2019-01-04T15:00:00Z
2,88,7271.03685304307,6832.935513652167,16,187.64557924207648,-2.148951496638381,-2.35109870764682,2.070378984014193,2019-01-04T16:00:00Z
2,89,7264.025457439345,6588.127363834644,17,244.90853371287625,0.7516698395288053,-1.5994288681180144,2.0886472115914025,2019-01-04T17:00:00Z
2,90,7280.652786318258,6644.773319800382,18,59.03585684073573,2.88471402579243,1.2852851576744162,1.8705741812785468,2019-01-04T18:00:00Z
2,91,7313.061448421803,6342.870406404291,19,303.6374326337069,-2.7491430403852903,-1.4638578827108757,1.764941761891047,2019-01-04T19:00:00Z
2,92,7201.119606519071,6409.242428659568,20,130.13923815218592,-2.2129285907982936,2.6063988336704167,1.6603956371545792,2019-01-04T20:00:00Z
2,93,7005.328553014465,6416.677958224841,21,195.93219166936169,0.49723520071053606,3.103634034380952,1.8525433291991553,2019-01-04T21:00:00Z
