sim,step,x,y,t,hour,sl,angle,bearing,hab_p
1,77,11117.819405435812,11060.913638357853,2018-07-03T19:00:00Z,5,194.28373085014343,-0.38435810944089255,0.4869084151756274,-0.4521503994862239
1,78,10905.627333755236,10937.19350740618,2018-07-03T20:00:00Z,6,245.62602892770477,-3.100632616559841,-2.613724201384211,-0.39678485691547394
1,79,10937.965055195973,10962.760024149971,2018-07-03T21:00:00Z,7,41.223476398640926,-3.000472231814925,0.6689888739804446,-0.2941846971710523
1,80,11229.48624679239,10797.901355856331,2018-07-03T22:00:00Z,8,334.90742849532046,-1.1836632709549195,-0.5146743969744751,-0.3396442433198293
1,81,11332.547660240598,10823.448981792326,2018-07-03T23:00:00Z,9,106.1806768339134,0.7576637455190487,0.24298934854458132,-0.3175504133105278
1,82,11466.859783738519,10802.681582064475,2018-07-04T00:00:00Z,10,135.9081727122292,-0.39639497306457727,-0.1534056245200002,-0.34762564798196155
1,83,11669.484784899882,10963.08102301873,2018-07-04T01:00:00Z,11,258.4276915388135,0.8230081077854519,0.6696024832654532,-0.3146529346704483
1,84,11791.923921832822,10957.375917525518,2018-07-04T02:00:00Z,12,122.57198081768921,-0.7161642457440225,-0.04656176247856626,-0.3523411254088084
1,85,11556.92598672222,11004.635022818717,2018-07-04T03:00:00Z,13,239.7028421595364,2.9896972140321845,2.9431354515536183,-0.3163472426434358
1,86,11646.884918740294,10951.38087971992,2018-07-04T04:00:00Z,14,104.54000768614516,2.805546189254266,-0.5345036663717078,-0.3149557535847028
1,87,11504.558852575747,10957.06985652878,2018-07-04T05:00:00Z,15,142.43971906391468,-2.6470391528799686,3.1016424879279088,-0.5185840030511221
1,88,11252.290341497694,11042.336427412414,2018-07-04T06:00:00Z,16,266.28892164675574,-0.2859938311453054,2.8156486567826042,-0.4379354218641917
1,89,11331.892032567052,10941.946252136448,2018-07-04T07:00:00Z,17,128.11953993455083,2.5671511744364324,-0.900385475960549,-0.415819709499677
1,90,11257.769669840474,10851.504118528474,2018-07-04T08:00:00Z,18,116.93547018647857,-1.356962754168289,-2.2573482301288332,-0.31972382962703705
1,91,11363.568401320133,11121.325695409536,2018-07-04T09:00:00Z,19,289.82245415648583,-2.8287237182570957,1.1971133587936602,-0.3599904378255208
1,92,11415.54336252866,11312.997973854752,2018-07-04T10:00:00Z,20,198.59420665520054,0.10888489169850724,1.3059982504921623,-0.33316025137901306
1,93,11281.170635482044,11405.861395071908,2018-07-04T11:00:00Z,21,163.3390485282056,1.2308745105439787,2.5368727610361415,-0.3922788252433141
1,94,11247.304479654256,11323.344862879445,2018-07-04T12:00:00Z,22,89.19582162647461,1.7860623800272144,-1.9602501661162284,-0.38476159671942395
1,95,11201.704922504596,11310.905069147011,2018-07-04T13:00:00Z,23,47.26592938206802,-0.9150179600222592,-2.8752681261384905,-0.378428116440773
1,96,11391.624536020594,11216.631281806314,2018-07-04T14:00:00Z,24,212.03067367158278,2.414514415771336,-0.4607537103671583,-0.32872680574655533
1,97,11461.836857746333,11228.235226153856,2018-07-04T15:00:00Z,1,71.16475002794249,0.6245425232286617,0.16378881286151414,-0.3148527567585309
1,98,11331.820717192219,11318.31875154,2018-07-04T16:00:00Z,2,158.17470831515232,2.371883095777169,2.535671908638686,-0.32523076236248016
1,99,11222.949078468659,11389.64696665637,2018-07-04T17:00:00Z,3,130.15662868267742,0.02592747705777576,2.561599385696471,-0.40215169886748
1,100,11236.246201216574,11637.021838294782,2018-07-04T18:00:00Z,4,247.73199347580052,-1.044504301945289,1.5170950837511816,-0.30468250314394635
2,1,8169.2004622891545,8550.678605679423,2018-06-30T15:00:00Z,1,0,-1.8030010944612322,0,0
2,2,8216.991643694182,8673.948699150074,2018-06-30T16:00:00Z,2,132.21010916095375,1.2009426302524489,1.2009426302524528,-0.34229764466484386
2,3,8318.653630645264,8923.81142552971,2018-06-30T17:00:00Z,3,269.75274164446745,-0.016562194430448596,1.1843804358220065,-0.4078722993532817
2,4,8400.136567581148,8988.3037708308,2018-06-30T18:00:00Z,4,103.91694575059655,-0.5148545114484078,0.6695259243736047,-0.33580196897188824
2,5,8714.585387636134,8991.03968817123,2018-06-30T19:00:00Z,5,314.46072199507944,-0.6608254677932246,0.00870045658038295,-0.39995082716147107
2,6,8643.946747219356,8964.659512035585,2018-06-30T20:00:00Z,6,75.40378778866891,-2.792879850999008,-2.784179394418633,-0.35384222865104675
2,7,8738.125252106385,8690.199724791639,2018-06-30T21:00:00Z,7,290.168512414335,1.54393472241554,-1.2402446720030906,-0.6721649666627248
2,8,8725.100891943217,8839.766633594305,2018-06-30T22:00:00Z,8,150.132921660923,2.897902377105914,1.6576577051028234,-0.6217436293760935
2,9,8758.13314332987,8728.337097500964,2018-06-30T23:00:00Z,9,116.22250705284378,-2.94026582655934,-1.2826081214565193,-0.8018708328406016
2,10,8742.690169576106,8629.496452713858,2018-07-01T00:00:00Z,10,100.03978458738372,-0.4431762858997468,-1.7257844073562736,-0.4939369062582652
2,11,8385.765003453915,8499.961708847084,2018-07-01T01:00:00Z,11,379.7036002989507,-1.0676714193601486,-2.7934558267164213,-0.6696797311306
2,12,8754.378436509347,8585.015232696933,2018-07-01T02:00:00Z,12,378.298777354869,3.020226046823467,0.22677022010704825,-0.7148623466491699
2,13,8668.133606520025,8220.187957509695,2018-07-01T03:00:00Z,13,374.88279691182316,-2.0297039471907263,-1.8029337270836787,-0.9239640931288401
2,14,8458.36175456107,8052.7179481309,2018-07-01T04:00:00Z,14,268.4221189015968,-0.6649288184171058,-2.4678625455007857,-0.672468364238739
2,15,8350.424039256968,7998.066319127718,2018-07-01T05:00:00Z,15,120.98492029079928,-0.20503482989508415,-2.672897375395871,-0.6805930137634277
2,16,8282.519522761484,7655.122664161143,2018-07-01T06:00:00Z,16,349.60173604019576,0.9066246094455179,-1.7662727659503539,-1.0525893171628316
2,17,8265.511889879324,7609.979115465582,2018-07-01T07:00:00Z,17,48.24105684044237,-0.16482373231289493,-1.9310964982632306,-0.9473675489425659
2,18,8226.203007153768,7639.7994794751585,2018-07-01T08:00:00Z,18,49.340068613604224,-1.859489006266639,2.4925998026497163,-0.9393468101819357
2,19,8239.777510722943,7650.134277101608,2018-07-01T09:00:00Z,19,17.06092579929949,-1.841881205768215,0.650718596881515,-0.9919834931691488
2,20,8245.041996302374,7503.932823678072,2018-07-01T10:00:00Z,20,146.29620566361396,-2.1855220391939834,-1.5348034423124681,-0.9147677024205526
2,21,8186.71948649776,7493.125024724474,2018-07-01T11:00:00Z,21,59.31545893045699,-1.423556814203906,-2.9583602565163662,-0.955481747786204
2,22,7869.967870623839,7525.476897869101,2018-07-01T12:00:00Z,22,318.3994815553343,-0.28501585724305256,3.039809193420167,-0.6147212386131287
2,23,8009.041029262584,7767.640694163493,2018-07-01T13:00:00Z,23,279.2573144780091,-1.9903162311056817,1.049492962314486,-0.7480770448843638
2,24,7883.567270877392,7921.514925069678,2018-07-01T14:00:00Z,24,198.54708000944075,1.2053826524543387,2.2548756147688227,-0.9523374736309052
2,25,8109.542341397329,7769.805840963724,2018-07-01T15:00:00Z,1,272.17710906091656,-2.846115719320893,-0.5912401045520698,-0.7299310763676962
2,26,8160.51252955265,7774.392642231875,2018-07-01T16:00:00Z,2,51.1761548620284,0.6809882430137439,0.08974813846167792,-0.7147933344046274
2,27,8256.83596974138,7941.25855754555,2018-07-01T17:00:00Z,3,192.67184232072486,0.9575242107610755,1.0472723492227483,-0.830114483833313
2,28,8032.1655796328905,7893.418035593196,2018-07-01T18:00:00Z,4,229.70742202239444,2.304123281674644,-2.931789676282194,-0.7833138604958853
2,29,7797.612909255528,7746.19764075543,2018-07-01T19:00:00Z,5,276.9274270225671,0.3507101202556546,-2.5810795560265394,-0.899609218041102
2,30,8108.068390627301,7695.44872527993,2018-07-01T20:00:00Z,6,314.57599771075735,2.4190466486255975,-0.16203290740094273,-0.7541291614373525
2,31,7748.92315826722,7864.066721973187,2018-07-01T21:00:00Z,7,396.75852446522595,2.8646758604709843,2.7026429530700407,-0.6959949731826782
2,32,8000.138527590253,7709.720527322934,2018-07-01T22:00:00Z,8,294.84217742229777,3.029603375118259,-0.5509389789912857,-0.7520433664321899
2,33,7914.999482104559,7770.128459372494,2018-07-01T23:00:00Z,9,104.39241026396171,3.0754443432300107,2.524505364238723,-0.7791337370872498
2,34,7797.056746601812,7878.2464922700065,2018-07-02T00:00:00Z,10,159.99999342343278,-0.12487775644837518,2.3996276077903462,-0.622336079676946
2,35,7803.281114019857,7795.646081271303,2018-07-02T01:00:00Z,11,82.83459812728988,2.3879743871183274,-1.495583312270916,-0.8336542745431265
2,36,7447.6118258169,7579.644434702512,2018-07-02T02:00:00Z,12,416.1218017494723,-1.1002319015777848,-2.5958152138487005,-0.6541882554690043
2,37,7074.639037466885,7455.446427498518,2018-07-02T03:00:00Z,13,393.1079315442871,-0.22433157663061243,-2.820146790479313,-0.4168026347955068
2,38,7189.061392660418,7494.327069558927,2018-07-02T04:00:00Z,14,120.84775419950824,-3.1354798781910187,0.3275586385092561,-0.6304412384827932
2,39,6962.292645207011,7519.8595453886255,2018-07-02T05:00:00Z,15,228.20160416522256,2.701913641594113,3.0294722801033678,-0.7588102221488953
2,40,7005.699619292377,7478.852719207721,2018-07-02T06:00:00Z,16,59.713693510605125,2.4967403274848916,-0.7569726995913264,-0.7293142974376678
2,41,7011.043581834358,7699.15714492951,2018-07-02T07:00:00Z,17,220.36923090181503,2.303516609547172,1.5465439099558451,-0.45194728672504425
2,42,7267.679708282641,7594.855782339984,2018-07-02T08:00:00Z,18,277.02143533743134,-1.9325701746420711,-0.3860262646862267,-0.7692697544892629
2,43,7266.8706794929385,7697.361158181616,2018-07-02T09:00:00Z,19,102.50856844194422,1.9647149774649924,1.578688712778764,-0.552596926689148
2,44,7274.514474630464,7869.483424507742,2018-07-02T10:00:00Z,20,172.29190976173663,-0.052272327569402144,1.5264163852093633,-0.9464782873789469
2,45,7386.3779315310185,7826.532063978728,2018-07-02T11:00:00Z,21,119.82592524589755,-1.8930212508363633,-0.3666048656270019,-0.5613504946231842
2,46,6952.3520159539,7784.048912169086,2018-07-02T12:00:00Z,22,436.10011875742157,-2.6774169964333723,-3.0440218620603745,-0.3907291293144226
2,47,6327.899420254979,7786.864871360417,2018-07-02T13:00:00Z,23,624.4589449285572,-0.10208024528624238,3.1370831998329702,-0.3088107754786809
2,48,6596.733648539767,7777.302091029812,2018-07-02T14:00:00Z,24,269.004254734249,3.1105458088212323,-0.035556298525385256,-0.3741988142331441
2,49,6778.509463785608,7859.36176102372,2018-07-02T15:00:00Z,1,199.4398065778222,0.4596015819192556,0.42404528339386977,-0.5057135770718256
2,50,6825.544333262472,7688.721588190258,2018-07-02T16:00:00Z,2,177.00380654477226,-1.7258826057323446,-1.3018373223384758,-0.37122918913761777
2,51,6556.379417195485,7707.708948140293,2018-07-02T17:00:00Z,3,269.8337856518713,-1.9101804050811557,3.071167579759955,-0.6056830038626989
2,52,6448.102989760211,7837.388023643225,2018-07-02T18:00:00Z,4,168.93918243392034,-0.8046756230210197,2.266491956738934,-0.3091469630599022
2,53,6407.022824341279,8169.976756931504,2018-07-02T19:00:00Z,5,335.11616717363626,-0.5728016694087028,1.6936902873302315,-0.821778784195582
2,54,6394.876687212116,8260.212046841825,2018-07-02T20:00:00Z,6,91.04908671897962,0.010906990548507522,1.7045972778787424,-0.6813960174719492
2,55,6327.596572650724,8202.166109945458,2018-07-02T21:00:00Z,7,88.85912786861637,2.148845212714086,-2.429742816586763,-0.43683595458666485
2,56,6276.394825331612,8235.630145025505,2018-07-02T22:00:00Z,8,61.16747969606708,-1.290732123945268,2.5627103666475493,-0.35458322366078693
2,57,6319.320790386455,8254.032172663958,2018-07-02T23:00:00Z,9,46.70410150185933,-2.157716529348604,0.40499383729893684,-0.31346600999434787
2,58,6099.681313700679,8709.216898909557,2018-07-03T00:00:00Z,10,505.40541620176765,1.6153752340167467,2.0203690713156837,-0.7607900003592173
2,59,5970.03097354697,8398.022726125864,2018-07-03T01:00:00Z,11,337.12167518048994,2.297266845036537,-1.9655493908273673,-0.853523055712382
2,60,5826.711876396812,8243.538639518058,2018-07-03T02:00:00Z,12,210.7265921116384,-0.35317148138693977,-2.318720872214306,-0.8510205447673798
2,61,5934.402885338877,7884.998323732032,2018-07-03T03:00:00Z,13,374.36414284878185,1.0397111722807706,-1.2790096999335345,-0.6906551520029703
2,62,6206.771387312148,7922.799879463061,2018-07-03T04:00:00Z,14,274.97919645465913,1.416917016715403,0.13790731678186843,-0.4302891145149867
2,63,6276.392223901859,7791.005843616816,2018-07-03T05:00:00Z,15,149.0527717692385,-1.222708500362591,-1.0848011835807232,-0.31466559569040936
2,64,6414.72127547806,7881.385376124748,2018-07-03T06:00:00Z,16,165.23736383252947,1.6635391916903375,0.5787380081096118,-0.2791402339935303
2,65,6485.259616585134,7751.1365567479315,2018-07-03T07:00:00Z,17,148.1229641723135,-1.6531893622698277,-1.074451354160213,-0.3666655520598094
2,66,6287.755990064289,7712.090713017694,2018-07-03T08:00:00Z,18,201.32625363198792,-1.8719612899016005,-2.946412644061814,-0.41993262867132825
2,67,6543.382245961914,7529.898072328513,2018-07-03T09:00:00Z,19,313.90912861134666,2.3271936899640373,-0.6192189540977764,-0.30684533218542737
2,68,6556.077273135786,7565.1081815358575,2018-07-03T10:00:00Z,20,37.42880582303499,1.8439723272032449,1.2247533731054594,-0.5958243111769358
2,69,6502.328694969661,7507.469436295663,2018-07-03T11:00:00Z,21,78.81075185369073,2.7371479386840143,-2.3212839953901114,-0.2966039106249809
2,70,6513.831022892761,7462.22901132191,2018-07-03T12:00:00Z,22,46.67975577760009,0.9994612737223649,-1.3218227216677358,-0.43224554260571796
2,71,6264.704264851395,7526.292353211256,2018-07-03T13:00:00Z,23,257.2319057703234,-2.0714680946979644,2.889894490813888,-0.5802815407514572
2,72,6110.691498802772,7518.679867393234,2018-07-03T14:00:00Z,24,154.20078484326075,0.30108559833798587,-3.092205218027714,-0.4901731262604396
2,73,6043.360613450948,7719.967253936044,2018-07-03T15:00:00Z,1,212.24999435452185,-1.2973824383518424,1.8935976508000294,-0.644778698682785
2,74,6416.530021243965,7314.07281472993,2018-07-03T16:00:00Z,2,551.3671215179929,-2.7209767178877584,-0.8273790670877295,-0.304891141752402
2,75,6313.589193819942,7589.622871081359,2018-07-03T17:00:00Z,3,294.15072242987696,2.755703218557329,1.9283241514695981,-0.6377961933612823
2,76,6697.437403507197,7378.1783329684,2018-07-03T18:00:00Z,4,438.2330895515687,-2.431823220683965,-0.503499069214367,-0.6233497460683187
2,77,6645.179709624818,7530.211271182975,2018-07-03T19:00:00Z,5,160.76343138929653,2.405370127400735,1.9018710581863687,-0.9150791466236115
2,78,6785.784264094839,7355.549680400899,2018-07-03T20:00:00Z,6,224.2237989871693,-2.7948782322053205,-0.8930071740189528,-0.5344021071990331
2,79,6829.757521337987,7286.8277895517085,2018-07-03T21:00:00Z,7,81.58643045543815,-0.10856632373173003,-1.0015734977506858,-0.6017321745554606
2,80,7396.931538263749,6630.279690142922,2018-07-03T22:00:00Z,8,867.6069226977125,0.14327015502274376,-0.8583033427279425,-0.7806133528550466
2,81,8151.011853539059,6287.7061466091445,2018-07-03T23:00:00Z,9,828.24739940129,0.4318849472730282,-0.4264183954549141,-0.7922908365726471
2,82,8203.17447358404,6344.388357172541,2018-07-04T00:00:00Z,10,77.0312399245285,1.253315963537716,0.8268975680828092,-0.5949859817822775
2,83,8236.117747229287,6121.062373567641,2018-07-04T01:00:00Z,11,225.7426725977209,-2.251238033854653,-1.4243404657718444,-1.0848114291826885
2,84,8286.573441728822,6061.879168832406,2018-07-04T02:00:00Z,12,77.77164541247025,0.5595074847496928,-0.8648329810221524,-1.0260970890522003
2,85,8301.103185474974,6087.149644882061,2018-07-04T03:00:00Z,13,29.149792676878427,1.9138182244509343,1.0489852434287625,-0.9383131762345632
2,86,8271.753529318845,6093.744301351058,2018-07-04T04:00:00Z,14,30.081419687692545,1.8715853828607063,2.9205706262894733,-1.1013287703196208
2,87,8748.658232251173,6223.49740906486,2018-07-04T05:00:00Z,15,494.2407962120919,-2.654927236421739,0.2656433898677345,-0.8902994294961294
2,88,8842.371895746002,5884.971075564482,2018-07-04T06:00:00Z,16,351.2582087280401,-1.5663745618106364,-1.300731171942904,-0.7841300865014394
2,89,8917.666474997197,5591.359996084597,2018-07-04T07:00:00Z,17,303.11176100237003,-0.019031510910248794,-1.3197626828531506,-0.679259459177653
2,90,8602.974467940765,5584.155131024497,2018-07-04T08:00:00Z,18,314.77447384713304,-1.7989389966642684,-3.118701679517418,-0.7873457471529642
